name|key
market for heavy fuel oil|586d27f598166cef6be455df1edf40e4
flyash brick production|c2b3a855ce073499fe278803258ab383
electricity, high voltage, import from MZ|71211e07913e91a239624574d6b55c7b
market for impact extrusion of steel, hot, 3 strokes|1211aed48b6729a51f85f77c79c3e0ce
nutrient supply from vinasse, from fermentation of sweet sorghum|65f0158786c441afe0989929b511fcce
pig iron production|855ca02388e77d764a097e3c4407c59b
generator production, 200kW electrical|1f5f8486b4f20d2b0f741f2eb902b5b3
maintenance, lorry 16 metric ton|bbe85ebf40b1dcc5a04285ff75ca20e6
treatment of residue from TiO2 production, chloride process, residual material landfill|eb3cc5ec2d5df1b5d10ba95e4ae39f9b
market for maintenance, intermodal shipping container, 40-foot, high-cube|defce21c601c52557402516432a5d410
wood preservation, spray tunnel/deluging, water-based preservative, indoor use, dry|58c8b5327ad686cc6691e3a595a4fde1
market for waste polyvinylchloride|6ec0ba9d7077e2ebeac85de1f07e5050
butyl acrylate production|5486e007149b45ea1029c144c1893770
barley production, organic|2cc0cedd027b057b787d7515c3ba5546
